Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
Q9NUQ8;Q9NUQ8-2;F8WCU6	Q9NUQ8;Q9NUQ8-2	6;5;1	6;5;1	6;5;1	ATP-binding cassette sub-family F member 3	ABCF3	3	6	6	6
Q9NUQ9;Q9NUQ9-2;A0A1W2PRQ0;E5RGI7;E5RJE1;E5RIR8;E5RJL8;E5RI16;A0A087X178;Q9H0Q0	Q9NUQ9;Q9NUQ9-2;A0A1W2PRQ0	4;3;2;1;1;1;1;1;1;1	4;3;2;1;1;1;1;1;1;1	4;3;2;1;1;1;1;1;1;1	Protein FAM49B	FAM49B	10	4	4	4
Q9NV31	Q9NV31	1	1	1	U3 small nucleolar ribonucleoprotein protein IMP3	IMP3	1	1	1	1
Q9NV56	Q9NV56	6	6	6	MRG/MORF4L-binding protein	MRGBP	1	6	6	6
Q9NV70-2;Q9NV70	Q9NV70-2;Q9NV70	3;3	3;3	3;3	Exocyst complex component 1	EXOC1	2	3	3	3
Q9NVE7;A0A0G2JR38;E9PHT6;H0YA26;H0Y9E4;H0YA02;A0A0G2JQS7;D6RJF3	Q9NVE7;A0A0G2JR38;E9PHT6;H0YA26	10;9;9;8;3;1;1;1	10;9;9;8;3;1;1;1	10;9;9;8;3;1;1;1	Pantothenate kinase 4	PANK4	8	10	10	10
Q9NVF7;Q9NVF7-2;B4E0H5	Q9NVF7;Q9NVF7-2	3;2;1	3;2;1	3;2;1	F-box only protein 28	FBXO28	3	3	3	3
Q9NVH2-3;Q9NVH2-2;Q9NVH2;A0A087WXK3;Q9NVH2-4	Q9NVH2-3;Q9NVH2-2;Q9NVH2;A0A087WXK3;Q9NVH2-4	3;3;3;2;2	3;3;3;2;2	3;3;3;2;2	Integrator complex subunit 7	INTS7	5	3	3	3
Q9NVJ2	Q9NVJ2	4	4	2	ADP-ribosylation factor-like protein 8B	ARL8B	1	4	4	2
Q9NVK5;Q9NVK5-2;Q9NVK5-3	Q9NVK5;Q9NVK5-2	3;3;1	3;3;1	3;3;1	FGFR1 oncogene partner 2	FGFR1OP2	3	3	3	3
Q9NVM6	Q9NVM6	5	5	5	DnaJ homolog subfamily C member 17	DNAJC17	1	5	5	5
Q9NVM9;Q9NVM9-2;H0YH12;H0YIA9;F5H5W1;F5H457;F8VRX9	Q9NVM9;Q9NVM9-2;H0YH12	20;19;12;4;2;2;1	20;19;12;4;2;2;1	20;19;12;4;2;2;1	Protein asunder homolog	ASUN	7	20	20	20
Q9NVN8	Q9NVN8	6	6	6	Guanine nucleotide-binding protein-like 3-like protein	GNL3L	1	6	6	6
Q9NVP1;H7C452	Q9NVP1	9;1	9;1	9;1	ATP-dependent RNA helicase DDX18	DDX18	2	9	9	9
Q9NVR5;Q9NVR5-2	Q9NVR5;Q9NVR5-2	4;3	4;3	4;3	Protein kintoun	DNAAF2	2	4	4	4
Q9NVS2;Q9NVS2-2;Q5QPA5;Q9NVS2-3	Q9NVS2;Q9NVS2-2;Q5QPA5	7;7;6;3	7;7;6;3	7;7;6;3	28S ribosomal protein S18a, mitochondrial	MRPS18A	4	7	7	7
Q9NVT9;E5RJ86;Q9NVT9-2;E9PR92;E5RHK3	Q9NVT9;E5RJ86	5;3;2;1;1	5;3;2;1;1	5;3;2;1;1	Armadillo repeat-containing protein 1	ARMC1	5	5	5	5
Q9NVV4;Q9NVV4-2	Q9NVV4;Q9NVV4-2	3;3	3;3	3;3	Poly(A) RNA polymerase, mitochondrial	MTPAP	2	3	3	3
Q9NVW2	Q9NVW2	1	1	1	E3 ubiquitin-protein ligase RLIM	RLIM	1	1	1	1
Q9NVZ3;D6RB24;Q9NVZ3-4;Q9NVZ3-2;H0Y970;D6RAN6;F6SKB8;Q9NVZ3-3	Q9NVZ3;D6RB24;Q9NVZ3-4;Q9NVZ3-2	3;2;2;2;1;1;1;1	3;2;2;2;1;1;1;1	3;2;2;2;1;1;1;1	Adaptin ear-binding coat-associated protein 2	NECAP2	8	3	3	3
Q9NW13;Q9NW13-2;C9JAA9;C9JE21;H7C5G8	Q9NW13;Q9NW13-2	21;19;7;5;1	21;19;7;5;1	21;19;7;5;1	RNA-binding protein 28	RBM28	5	21	21	21
Q9NW64;E5RJW4;Q9NW64-2;E5RHA8	Q9NW64;E5RJW4;Q9NW64-2	4;3;3;1	4;3;3;1	4;3;3;1	Pre-mRNA-splicing factor RBM22	RBM22	4	4	4	4
Q9NW75-2;Q9NW75	Q9NW75-2;Q9NW75	1;1	1;1	1;1	G patch domain-containing protein 2	GPATCH2	2	1	1	1
Q9NW82;D6RIW8	Q9NW82;D6RIW8	18;11	18;11	18;11	WD repeat-containing protein 70	WDR70	2	18	18	18
Q9NWH9;H7C3F4;Q9NWH9-3;H7BXE3;H0YLW7;H0YMW8;H0YKH2;H0YNF3;H0YMR6;H0YLE6;H0YL55;H0YMM0	Q9NWH9;H7C3F4;Q9NWH9-3	13;8;8;5;3;3;3;3;3;3;3;1	13;8;8;5;3;3;3;3;3;3;3;1	13;8;8;5;3;3;3;3;3;3;3;1	SAFB-like transcription modulator	SLTM	12	13	13	13
Q9NWK9-2;Q9NWK9	Q9NWK9-2;Q9NWK9	3;3	3;3	3;3	Box C/D snoRNA protein 1	ZNHIT6	2	3	3	3
Q9NWT6;E9PL41	Q9NWT6	7;2	7;2	7;2	Hypoxia-inducible factor 1-alpha inhibitor	HIF1AN	2	7	7	7
Q9NWT8	Q9NWT8	1	1	1	Aurora kinase A-interacting protein	AURKAIP1	1	1	1	1
Q9NWU2	Q9NWU2	2	2	2	Glucose-induced degradation protein 8 homolog	GID8	1	2	2	2
Q9NWV8;M0R0I0;M0R3F4;M0R2A4;M0R2K3;M0R193;M0R2I2;J3KQS6;Q9NWV8-3;M0QXG9;Q9NWV8-2;M0QYV1;M0R3H9	Q9NWV8;M0R0I0;M0R3F4;M0R2A4;M0R2K3;M0R193;M0R2I2;J3KQS6;Q9NWV8-3;M0QXG9;Q9NWV8-2	10;9;8;8;8;8;7;7;6;5;5;4;1	10;9;8;8;8;8;7;7;6;5;5;4;1	10;9;8;8;8;8;7;7;6;5;5;4;1	BRISC and BRCA1-A complex member 1	BABAM1	13	10	10	10
Q9NWX6;E5RIQ8	Q9NWX6	10;3	10;3	10;3	Probable tRNA(His) guanylyltransferase	THG1L	2	10	10	10
Q9NWZ5-4;Q9NWZ5;Q9NWZ5-3;Q9NWZ5-2;Q5JWV1	Q9NWZ5-4;Q9NWZ5;Q9NWZ5-3;Q9NWZ5-2	7;7;6;5;1	7;7;6;5;1	7;7;6;5;1	Uridine-cytidine kinase-like 1	UCKL1	5	7	7	7
Q9NX05;F8W881;Q9NX05-2	Q9NX05;F8W881	4;2;1	4;2;1	4;2;1	Constitutive coactivator of PPAR-gamma-like protein 2	FAM120C	3	4	4	4
Q9NX07;Q9NX07-2	Q9NX07;Q9NX07-2	9;6	9;6	9;6	tRNA selenocysteine 1-associated protein 1	TRNAU1AP	2	9	9	9
Q9NX08	Q9NX08	3	3	3	COMM domain-containing protein 8	COMMD8	1	3	3	3
Q9NX20;E9PI14	Q9NX20	6;2	6;2	6;2	39S ribosomal protein L16, mitochondrial	MRPL16	2	6	6	6
Q9NX24;J3QSY4;D6RC52;D6RCB9	Q9NX24;J3QSY4;D6RC52;D6RCB9	4;3;3;3	4;3;3;3	4;3;3;3	H/ACA ribonucleoprotein complex subunit 2	NHP2	4	4	4	4
Q9NX38;X6REY2;X6R8U7	Q9NX38;X6REY2;X6R8U7	4;3;2	4;3;2	4;3;2	Protein Simiate	FAM206A	3	4	4	4
Q9NX55	Q9NX55	7	7	7	Huntingtin-interacting protein K	HYPK	1	7	7	7
Q9NX58;D6RDJ1	Q9NX58	8;3	8;3	8;3	Cell growth-regulating nucleolar protein	LYAR	2	8	8	8
Q9NX74;E7EUN9;J3QLD5;I3L4H0;I3L4Y9;H3BQX4;H3BM64;H3BMK6;I3L1K5;H3BRI6;H3BSF3;I3L0K0;H3BTR3	Q9NX74;E7EUN9	23;21;9;4;4;3;3;2;2;1;1;1;1	23;21;9;4;4;3;3;2;2;1;1;1;1	23;21;9;4;4;3;3;2;2;1;1;1;1	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	DUS2	13	23	23	23
Q9NXF7	Q9NXF7	10	10	10	DDB1- and CUL4-associated factor 16	DCAF16	1	10	10	10
Q9NXG2;H3BNW0	Q9NXG2	25;12	25;12	25;12	THUMP domain-containing protein 1	THUMPD1	2	25	25	25
Q9NXH9-2;Q9NXH9;K7EQQ8;K7EJX9;K7EQY6;K7EMZ2;K7ENI9;K7ERR5;K7EQU7	Q9NXH9-2;Q9NXH9	26;26;7;5;1;1;1;1;1	26;26;7;5;1;1;1;1;1	26;26;7;5;1;1;1;1;1	tRNA (guanine(26)-N(2))-dimethyltransferase	TRMT1	9	26	26	26
Q9NXR1-1;Q9NXR1;I3L2R9;I3L2T8;I3L533;I3L522;Q9GZM8-2;Q9GZM8;Q9GZM8-3;I3L2S8;I3L2R3;A6NIZ0;I3L3G9;J3QRZ1;I3L464;J3QSD2;J3QL85;J3KRK9	Q9NXR1-1;Q9NXR1;I3L2R9;I3L2T8;I3L533	9;9;6;5;5;4;3;3;3;3;3;3;3;2;2;2;1;1	9;9;6;5;5;4;3;3;3;3;3;3;3;2;2;2;1;1	9;9;6;5;5;4;3;3;3;3;3;3;3;2;2;2;1;1	Nuclear distribution protein nudE homolog 1	NDE1	18	9	9	9
Q9NXR7;F8W733;Q9NXR7-4;Q9NXR7-3;Q9NXR7-1;C9J2G0;A0A075B7D2	Q9NXR7;F8W733;Q9NXR7-4;Q9NXR7-3;Q9NXR7-1;C9J2G0	9;7;7;7;7;6;4	9;7;7;7;7;6;4	9;7;7;7;7;6;4	BRCA1-A complex subunit BRE	BRE	7	9	9	9
Q9NXV2;H3BSS5	Q9NXV2;H3BSS5	8;5	8;5	8;5	BTB/POZ domain-containing protein KCTD5	KCTD5	2	8	8	8
Q9NXV6;J3KNE1;D6RGD2	Q9NXV6	17;3;3	17;3;3	17;3;3	CDKN2A-interacting protein	CDKN2AIP	3	17	17	17
Q9NXW9;Q9NXW9-2	Q9NXW9;Q9NXW9-2	3;2	3;2	3;2	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4	ALKBH4	2	3	3	3
Q9NY12-2;Q9NY12	Q9NY12-2;Q9NY12	3;3	3;3	3;3	H/ACA ribonucleoprotein complex subunit 1	GAR1	2	3	3	3
Q9NY27;C9IZ04;Q9NY27-2;Q9NY27-3;F8WCA1;H7C559;F8WDK3;C9IZF4	Q9NY27;C9IZ04;Q9NY27-2;Q9NY27-3	18;13;13;12;7;4;3;3	18;13;13;12;7;4;3;3	18;13;13;12;7;4;3;3	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PPP4R2	8	18	18	18
Q9NY33;G3V1D3;G3V180;Q9NY33-4;E9PQ14;E9PPK9;Q9NY33-2;E9PNX5;E9PKK8;E9PQF2	Q9NY33;G3V1D3;G3V180;Q9NY33-4;E9PQ14	27;25;25;23;16;12;12;8;8;4	27;25;25;23;16;12;12;8;8;4	27;25;25;23;16;12;12;8;8;4	Dipeptidyl peptidase 3	DPP3	10	27	27	27
Q9NY61;A0A087WWS8	Q9NY61	3;1	3;1	3;1	Protein AATF	AATF	2	3	3	3
Q9NY93-2;Q9NY93;G3V0G3;H7C3E9;F8WDT8;F8WEI3;H7BZN7	Q9NY93-2;Q9NY93;G3V0G3;H7C3E9;F8WDT8	12;12;10;9;7;3;2	12;12;10;9;7;3;2	12;12;10;9;7;3;2	Probable ATP-dependent RNA helicase DDX56	DDX56	7	12	12	12
Q9NYB0;H3BMI8	Q9NYB0	24;2	24;2	24;2	Telomeric repeat-binding factor 2-interacting protein 1	TERF2IP	2	24	24	24
Q9NYK5;Q9NYK5-2;C9JG87	Q9NYK5;Q9NYK5-2;C9JG87	17;15;14	17;15;14	17;15;14	39S ribosomal protein L39, mitochondrial	MRPL39	3	17	17	17
Q9NYL9;H0YNJ8;H0YKU1;H0YNU8	Q9NYL9;H0YNJ8;H0YKU1	16;14;13;1	16;14;13;1	16;14;13;1	Tropomodulin-3	TMOD3	4	16	16	16
Q9NYP9	Q9NYP9	2	2	2	Protein Mis18-alpha	MIS18A	1	2	2	2
Q9NYQ8	Q9NYQ8	2	2	2	Protocadherin Fat 2	FAT2	1	2	2	2
Q9NYU2;Q9NYU2-2;H7BZG0	Q9NYU2;Q9NYU2-2	36;36;8	36;36;8	36;36;8	UDP-glucose:glycoprotein glucosyltransferase 1	UGGT1	3	36	36	36
Q9NYV4-2;Q9NYV4;J3QSD7;Q9NYV4-3	Q9NYV4-2;Q9NYV4;J3QSD7;Q9NYV4-3	9;9;8;8	8;8;7;7	8;8;7;7	Cyclin-dependent kinase 12	CDK12	4	9	8	8
Q9NYZ3	Q9NYZ3	12	12	12	G2 and S phase-expressed protein 1	GTSE1	1	12	12	12
Q9NZ08;Q9NZ08-2;D6RAL9;H0Y9X5	Q9NZ08;Q9NZ08-2	15;13;2;2	15;13;2;2	15;13;2;2	Endoplasmic reticulum aminopeptidase 1	ERAP1	4	15	15	15
Q9NZ09-2;Q9NZ09;Q9NZ09-4;A0A0D9SG79;Q9NZ09-3	Q9NZ09-2;Q9NZ09;Q9NZ09-4;A0A0D9SG79;Q9NZ09-3	4;4;4;3;3	4;4;4;3;3	4;4;4;3;3	Ubiquitin-associated protein 1	UBAP1	5	4	4	4
Q9NZ32;V9GYX7;G3V2Q5;G3V5Y4;F6S9Y6;G3V524;H0YJD9;H0YJE8;G3V4K6	Q9NZ32;V9GYX7;G3V2Q5;G3V5Y4;F6S9Y6	9;6;5;5;5;4;2;1;1	9;6;5;5;5;4;2;1;1	9;6;5;5;5;4;2;1;1	Actin-related protein 10	ACTR10	9	9	9	9
Q9NZ52-4;Q9NZ52;J3KSS7;Q9NZ52-2;Q9NZ52-3;J3KSG3;J3QRP3;B7Z1E9	Q9NZ52-4;Q9NZ52;J3KSS7;Q9NZ52-2;Q9NZ52-3;J3KSG3	9;9;8;7;6;5;3;3	7;7;6;7;6;5;1;1	7;7;6;7;6;5;1;1	ADP-ribosylation factor-binding protein GGA3	GGA3	8	9	7	7
Q9NZ63	Q9NZ63	13	13	13	Uncharacterized protein C9orf78	C9orf78	1	13	13	13
Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-2;Q9NZB2-5;A0A0C4DG79;A0A0C4DH52;Q5T035	Q9NZB2;Q9NZB2-6;Q9NZB2-4	22;22;18;10;10;8;7;1	22;22;18;10;10;8;7;1	22;22;18;10;10;8;7;1	Constitutive coactivator of PPAR-gamma-like protein 1	FAM120A	8	22	22	22
Q9NZB8-2;Q9NZB8-8;Q9NZB8;F8WCK1;Q9NZB8-3;Q9NZB8-6;Q9NZB8-5;Q9NZB8-7	Q9NZB8-2;Q9NZB8-8;Q9NZB8;F8WCK1;Q9NZB8-3;Q9NZB8-6;Q9NZB8-5;Q9NZB8-7	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	Molybdenum cofactor biosynthesis protein 1;Cyclic pyranopterin monophosphate synthase;Cyclic pyranopterin monophosphate synthase accessory protein	MOCS1	8	2	2	2
Q9NZE8;D3YTC1;Q9NZE8-2	Q9NZE8;D3YTC1;Q9NZE8-2	5;3;3	5;3;3	5;3;3	39S ribosomal protein L35, mitochondrial	MRPL35	3	5	5	5
Q9NZI8;Q9NZI8-2	Q9NZI8;Q9NZI8-2	26;17	26;17	23;14	Insulin-like growth factor 2 mRNA-binding protein 1	IGF2BP1	2	26	26	23
Q9NZJ4-2;Q9NZJ4	Q9NZJ4-2;Q9NZJ4	9;9	9;9	9;9	Sacsin	SACS	2	9	9	9
Q9NZJ6	Q9NZJ6	3	3	3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	COQ3	1	3	3	3
Q9NZL4;Q9NZL4-3;Q9NZL4-2;K7EN20;K7EL16;K7ERT9;K7EKM6;K7EMM7	Q9NZL4;Q9NZL4-3;Q9NZL4-2	10;10;6;3;3;1;1;1	10;10;6;3;3;1;1;1	10;10;6;3;3;1;1;1	Hsp70-binding protein 1	HSPBP1	8	10	10	10
Q9NZL9;Q9NZL9-3;H7C0X7;E5RJR3;Q9NZL9-5	Q9NZL9;Q9NZL9-3	26;17;12;11;6	26;17;12;11;6	5;5;3;5;0	Methionine adenosyltransferase 2 subunit beta	MAT2B	5	26	26	5
Q9NZL9-2;Q9NZL9-4	Q9NZL9-2;Q9NZL9-4	22;20	1;1	1;1	Methionine adenosyltransferase 2 subunit beta	MAT2B	2	22	1	1
Q9NZM5;M0QZU5;M0QYZ9;M0QZ34	Q9NZM5;M0QZU5;M0QYZ9;M0QZ34	4;2;2;2	4;2;2;2	4;2;2;2	Glioma tumor suppressor candidate region gene 2 protein	GLTSCR2	4	4	4	4
Q9NZN8;Q9NZN8-4;F8VP97;Q9NZN8-5;F8VV52;F8VUB4;F8VVY1;F8VX63;F8VQD8;A0A087X050;F8W145;F8VRS8;Q9NZN8-2;F8VVD4;F8VWH8;F8VQF4;H0YH84	Q9NZN8;Q9NZN8-4;F8VP97;Q9NZN8-5;F8VV52;F8VUB4;F8VVY1;F8VX63;F8VQD8;A0A087X050;F8W145	7;7;6;6;6;6;5;5;4;4;4;3;2;1;1;1;1	7;7;6;6;6;6;5;5;4;4;4;3;2;1;1;1;1	7;7;6;6;6;6;5;5;4;4;4;3;2;1;1;1;1	CCR4-NOT transcription complex subunit 2	CNOT2	17	7	7	7
Q9NZR1;Q9NZR1-2	Q9NZR1;Q9NZR1-2	8;6	8;6	1;1	Tropomodulin-2	TMOD2	2	8	8	1
Q9NZT2-2;Q9NZT2;A0A0A0MRN5;A0A087X028;Q4VXW3	Q9NZT2-2;Q9NZT2;A0A0A0MRN5;A0A087X028	33;33;30;18;4	33;33;30;18;4	33;33;30;18;4	Opioid growth factor receptor	OGFR	5	33	33	33
Q9NZZ3;Q9NZZ3-2	Q9NZZ3;Q9NZZ3-2	11;10	11;10	11;10	Charged multivesicular body protein 5	CHMP5	2	11	11	11
Q9P000;Q9P000-2;E9PJ95	Q9P000;Q9P000-2	5;5;1	5;5;1	5;5;1	COMM domain-containing protein 9	COMMD9	3	5	5	5
Q9P013	Q9P013	11	11	11	Spliceosome-associated protein CWC15 homolog	CWC15	1	11	11	11
Q9P015;E5RIZ4;E5RHF4	Q9P015;E5RIZ4;E5RHF4	16;12;9	16;12;9	16;12;9	39S ribosomal protein L15, mitochondrial	MRPL15	3	16	16	16
Q9P016;Q9P016-2	Q9P016;Q9P016-2	13;9	13;9	13;9	Thymocyte nuclear protein 1	THYN1	2	13	13	13
Q9P031;F8VNY5	Q9P031	4;1	4;1	4;1	Thyroid transcription factor 1-associated protein 26	CCDC59	2	4	4	4
Q9P086	Q9P086	2	2	2	Mediator of RNA polymerase II transcription subunit 11	MED11	1	2	2	2
Q9P0J1-2;Q9P0J1;E5RIV4	Q9P0J1-2;Q9P0J1	3;3;1	3;3;1	3;3;1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	PDP1	3	3	3	3
Q9P0J7;C9J3I2	Q9P0J7	8;1	8;1	8;1	E3 ubiquitin-protein ligase KCMF1	KCMF1	2	8	8	8
Q9P0L0;Q9P0L0-2	Q9P0L0;Q9P0L0-2	6;5	6;5	5;4	Vesicle-associated membrane protein-associated protein A	VAPA	2	6	6	5
Q9P0P0;F8WBU5;C9J391;C9J1C6;H7C426	Q9P0P0;F8WBU5;C9J391;C9J1C6;H7C426	2;1;1;1;1	2;1;1;1;1	2;1;1;1;1	E3 ubiquitin-protein ligase RNF181	RNF181	5	2	2	2
Q9P0U4;Q9P0U4-2;K7EQ21;K7EQZ1;K7EJR0;K7EKZ6	Q9P0U4;Q9P0U4-2;K7EQ21;K7EQZ1	7;7;5;4;3;1	7;7;5;4;3;1	7;7;5;4;3;1	CXXC-type zinc finger protein 1	CXXC1	6	7	7	7
Q9P107-2;Q9P107	Q9P107-2;Q9P107	4;4	4;4	4;4	GEM-interacting protein	GMIP	2	4	4	4
Q9P1U0	Q9P1U0	1	1	1	DNA-directed RNA polymerase I subunit RPA12	ZNRD1	1	1	1	1
Q9P1U1;Q9P1U1-3	Q9P1U1;Q9P1U1-3	6;5	1;1	1;1	Actin-related protein 3B	ACTR3B	2	6	1	1
Q9P1Z2-4;Q9P1Z2-2;Q9P1Z2-3;Q9P1Z2	Q9P1Z2-4;Q9P1Z2-2;Q9P1Z2-3;Q9P1Z2	4;4;4;4	4;4;4;4	4;4;4;4	Calcium-binding and coiled-coil domain-containing protein 1	CALCOCO1	4	4	4	4
Q9P215;Q5TIJ2	Q9P215	6;1	6;1	6;1	Pogo transposable element with KRAB domain	POGK	2	6	6	6
Q9P219	Q9P219	4	4	4	Protein Daple	CCDC88C	1	4	4	4
Q9P258	Q9P258	17	17	17	Protein RCC2	RCC2	1	17	17	17
Q9P260;A0A2R8Y566;Q9P260-2;A0A075B768;A0A075B785	Q9P260;A0A2R8Y566;Q9P260-2	3;2;2;1;1	3;2;2;1;1	3;2;2;1;1	LisH domain and HEAT repeat-containing protein KIAA1468	KIAA1468	5	3	3	3
Q9P265	Q9P265	21	21	21	Disco-interacting protein 2 homolog B	DIP2B	1	21	21	21
Q9P270;D6RIF6	Q9P270	4;1	4;1	4;1	SLAIN motif-containing protein 2	SLAIN2	2	4	4	4
Q9P287;Q9P287-4;Q9P287-3;Q9P287-2	Q9P287;Q9P287-4;Q9P287-3;Q9P287-2	7;6;6;6	7;6;6;6	7;6;6;6	BRCA2 and CDKN1A-interacting protein	BCCIP	4	7	7	7
Q9P2A4-2;Q9P2A4	Q9P2A4-2;Q9P2A4	4;4	4;4	4;4	ABI gene family member 3	ABI3	2	4	4	4
Q9P2B4;B1AMN7	Q9P2B4;B1AMN7	4;2	4;2	4;2	CTTNBP2 N-terminal-like protein	CTTNBP2NL	2	4	4	4
Q9P2D3;Q9P2D3-3;Q9P2D3-2	Q9P2D3;Q9P2D3-3;Q9P2D3-2	2;2;1	2;2;1	2;2;1	HEAT repeat-containing protein 5B	HEATR5B	3	2	2	2
Q9P2E9-3;Q9P2E9;A0A087WVV2;F8W7S5;A0A087WU26;V9GY78;A2A2S5	Q9P2E9-3;Q9P2E9;A0A087WVV2;F8W7S5	11;11;10;9;3;1;1	11;11;10;9;3;1;1	11;11;10;9;3;1;1	Ribosome-binding protein 1	RRBP1	7	11	11	11
Q9P2I0;H0YJF4	Q9P2I0	7;2	7;2	7;2	Cleavage and polyadenylation specificity factor subunit 2	CPSF2	2	7	7	7
Q9P2J5;Q9P2J5-2;Q9P2J5-3;A0A087WXY1	Q9P2J5;Q9P2J5-2	64;59;26;7	64;59;26;7	64;59;26;7	Leucine--tRNA ligase, cytoplasmic	LARS	4	64	64	64
Q9P2M7;Q9P2M7-2;H0Y4A8	Q9P2M7;Q9P2M7-2	49;31;3	49;31;3	36;18;3	Cingulin	CGN	3	49	49	36
U3KPZ7;Q9P2N5	U3KPZ7;Q9P2N5	4;4	4;4	4;4	RNA-binding protein 27	RBM27	2	4	4	4
Q9P2N6-2;Q9P2N6-3;Q9P2N6;Q9P2N6-6;Q9P2N6-5;Q9P2N6-4;Q9P2N6-8;F8WEN2;F8WB58;C9J491;F8WD76;M0R3B6;Q9P2N6-7	Q9P2N6-2;Q9P2N6-3;Q9P2N6;Q9P2N6-6;Q9P2N6-5;Q9P2N6-4;Q9P2N6-8	4;4;4;3;3;3;2;1;1;1;1;1;1	4;4;4;3;3;3;2;1;1;1;1;1;1	4;4;4;3;3;3;2;1;1;1;1;1;1	KAT8 regulatory NSL complex subunit 3	KANSL3	13	4	4	4
Q9P2R3;Q9P2R3-2;Q9P2R3-4;K7EPT2	Q9P2R3;Q9P2R3-2;Q9P2R3-4	20;20;20;1	20;20;20;1	20;20;20;1	Rabankyrin-5	ANKFY1	4	20	20	20
Q9UBB4;Q9UBB4-2;A0A1W2PQD2;B1AHE4;B1AHE3	Q9UBB4;Q9UBB4-2;A0A1W2PQD2	9;8;7;3;2	9;8;7;3;2	9;8;7;3;2	Ataxin-10	ATXN10	5	9	9	9
Q9UBB5;X6RBL6;Q9UBB5-3	Q9UBB5;X6RBL6;Q9UBB5-3	5;3;3	4;3;3	4;3;3	Methyl-CpG-binding domain protein 2	MBD2	3	5	4	4
Q9UBB9;F6SQZ1;F6XM96;Q9UBB9-2	Q9UBB9	3;1;1;1	3;1;1;1	3;1;1;1	Tuftelin-interacting protein 11	TFIP11	4	3	3	3
Q9UBC2-2;Q9UBC2-3;Q9UBC2;M0R165;Q9UBC2-4;M0R2S2;M0R3I1;K7EJR2;M0R330;M0R1V5;M0QX30	Q9UBC2-2;Q9UBC2-3;Q9UBC2;M0R165;Q9UBC2-4;M0R2S2	25;24;24;22;19;16;8;3;3;3;2	25;24;24;22;19;16;8;3;3;3;2	25;24;24;22;19;16;8;3;3;3;2	Epidermal growth factor receptor substrate 15-like 1	EPS15L1	11	25	25	25
Q9UBE0;B3KNJ4;Q9UBE0-2;Q9UBE0-3;M0QX65;M0QZS6;M0R054;M0QYM8;M0R375;M0R286;M0QYP2	Q9UBE0;B3KNJ4;Q9UBE0-2;Q9UBE0-3;M0QX65;M0QZS6	39;36;36;36;29;24;18;9;7;4;2	39;36;36;36;29;24;18;9;7;4;2	39;36;36;36;29;24;18;9;7;4;2	SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed	SAE1	11	39	39	39
Q9UBF2;Q9UBF2-2	Q9UBF2;Q9UBF2-2	11;9	9;7	9;7	Coatomer subunit gamma-2	COPG2	2	11	9	9
Q9UBF6;Q9UBF6-4;F8WEU8;Q9UBF6-3;Q9UBF6-2	Q9UBF6;Q9UBF6-4	5;4;2;2;2	5;4;2;2;2	5;4;2;2;2	RING-box protein 2	RNF7	5	5	5	5
Q9UBF8-2;A0A0B4J1S8;Q9UBF8;F8W860;Q9UBF8-3;E9PL47;A0A0A0MSL0	Q9UBF8-2;A0A0B4J1S8;Q9UBF8	11;10;10;5;5;4;4	11;10;10;5;5;4;4	11;10;10;5;5;4;4	Phosphatidylinositol 4-kinase beta	PI4KB	7	11	11	11
Q9UBI1;R4GMW6;R4GMX3;H0Y4W0;R4GN54;H0Y6Z9;R4GN06;R4GNF2;H0Y4E5	Q9UBI1;R4GMW6;R4GMX3;H0Y4W0	5;4;4;3;2;2;1;1;1	5;4;4;3;2;2;1;1;1	5;4;4;3;2;2;1;1;1	COMM domain-containing protein 3	COMMD3;COMMD3-BMI1	9	5	5	5
Q9UBK8;Q9UBK8-1;H0Y8S9;D6RGC7;D6RAZ2;D6RF21;H0Y963;D6RIS8;D6RAY3;A0A3P9MRF3;H0Y9Q0;H0Y9D5	Q9UBK8;Q9UBK8-1;H0Y8S9	8;8;5;3;3;2;2;1;1;1;1;1	8;8;5;3;3;2;2;1;1;1;1;1	8;8;5;3;3;2;2;1;1;1;1;1	Methionine synthase reductase	MTRR	12	8	8	8
Q9UBL0;Q9UBL0-3;Q9UBL0-4;H7C2X8;Q9UBL0-5;H7C0P9;H7C1B6;H7C3J7	Q9UBL0;Q9UBL0-3;Q9UBL0-4	7;7;4;2;2;1;1;1	7;7;4;2;2;1;1;1	7;7;4;2;2;1;1;1	cAMP-regulated phosphoprotein 21	ARPP21	8	7	7	7
