Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
Q9BUQ8;H0YI52;F8VVA2	Q9BUQ8	15;3;1	15;3;1	15;3;1	Probable ATP-dependent RNA helicase DDX23	DDX23	3	15	15	15
Q9BUR4;E9PMG4;E9PMR3	Q9BUR4;E9PMG4;E9PMR3	11;9;7	11;9;7	11;9;7	Telomerase Cajal body protein 1	WRAP53	3	11	11	11
Q9BUT1;Q9BUT1-2;D6R9U8;D6RIR6;D6RFG2;Q9BUT1-3;D6R9P2;D6RBF6	Q9BUT1;Q9BUT1-2;D6R9U8;D6RIR6;D6RFG2	10;7;6;6;5;4;3;2	10;7;6;6;5;4;3;2	10;7;6;6;5;4;3;2	3-hydroxybutyrate dehydrogenase type 2	BDH2	8	10	10	10
Q9BUT9	Q9BUT9	3	3	3	Protein FAM195A	FAM195A	1	3	3	3
Q9BV19	Q9BV19	3	3	3	Uncharacterized protein C1orf50	C1orf50	1	3	3	3
Q9BV20;Q9BV20-2	Q9BV20;Q9BV20-2	17;13	17;13	17;13	Methylthioribose-1-phosphate isomerase	MRI1	2	17	17	17
Q9BV23;C9J010;C9JNE7	Q9BV23;C9J010;C9JNE7	3;2;2	3;2;2	3;2;2	Monoacylglycerol lipase ABHD6	ABHD6	3	3	3	3
Q9BV29;Q9BV29-2;H0YLN5;H0YN78	Q9BV29;Q9BV29-2;H0YLN5;H0YN78	2;2;1;1	2;2;1;1	2;2;1;1	Uncharacterized protein C15orf57	C15orf57	4	2	2	2
U3KQC1;Q9BV38;A0A0A0MQU0;K7EIR0;K7EML4;U3KQK3;A0A087X237;K7EKX5	U3KQC1;Q9BV38;A0A0A0MQU0;K7EIR0	11;11;10;8;2;1;1;1	11;11;10;8;2;1;1;1	11;11;10;8;2;1;1;1	WD repeat-containing protein 18	WDR18	8	11	11	11
Q9BV44;H7C3J3;H7C0R6;C9J9V2;C9JP31	Q9BV44;H7C3J3	16;9;5;3;1	16;9;5;3;1	16;9;5;3;1	THUMP domain-containing protein 3	THUMPD3	5	16	16	16
Q9BV57;Q9BV57-2;A0A0G2JQN5;H7C382	Q9BV57;Q9BV57-2	10;7;4;1	10;7;4;1	10;7;4;1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	ADI1	4	10	10	10
Q9BV73-2;Q9BV73;E9PHT2;E7ETF9;H7C0P0	Q9BV73-2;Q9BV73	4;4;1;1;1	4;4;1;1;1	4;4;1;1;1	Centrosome-associated protein CEP250	CEP250	5	4	4	4
Q9BV79;Q9BV79-2;H3BM30	Q9BV79;Q9BV79-2	7;5;2	7;5;2	7;5;2	Trans-2-enoyl-CoA reductase, mitochondrial	MECR	3	7	7	7
Q9BV81	Q9BV81	2	2	2	ER membrane protein complex subunit 6	EMC6	1	2	2	2
Q9BV86;Q9BV86-2;S4R338;S4R3J7;S4R344	Q9BV86;Q9BV86-2	9;5;4;3;2	9;5;4;3;2	9;5;4;3;2	N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed	NTMT1	5	9	9	9
Q9BVA0;H3BTU7;H3BPK1;H3BPD8;H3BT67;H3BTV8	Q9BVA0;H3BTU7	15;8;4;3;2;1	15;8;4;3;2;1	15;8;4;3;2;1	Katanin p80 WD40 repeat-containing subunit B1	KATNB1	6	15	15	15
Q9BVA1	Q9BVA1	31	9	2	Tubulin beta-2B chain	TUBB2B	1	31	9	2
Q9BVC6	Q9BVC6	4	4	4	Transmembrane protein 109	TMEM109	1	4	4	4
Q9BVG4;A6NDF3	Q9BVG4;A6NDF3	14;7	14;7	14;7	Protein PBDC1	PBDC1	2	14	14	14
Q9BVG9;E9PS47;E9PLE4	Q9BVG9;E9PS47;E9PLE4	4;3;3	4;3;3	4;3;3	Phosphatidylserine synthase 2	PTDSS2	3	4	4	4
Q9BVI4;F5H303	Q9BVI4	8;3	8;3	8;3	Nucleolar complex protein 4 homolog	NOC4L	2	8	8	8
Q9BVJ6-3;Q9BVJ6;Q9BVJ6-2;Q5TAP6;X6RJY0	Q9BVJ6-3;Q9BVJ6;Q9BVJ6-2	5;5;4;2;1	5;5;4;2;1	5;5;4;2;1	U3 small nucleolar RNA-associated protein 14 homolog A	UTP14A	5	5	5	5
Q9BVK6	Q9BVK6	12	12	11	Transmembrane emp24 domain-containing protein 9	TMED9	1	12	12	11
Q9BVM2;Q5JQQ4;Q5JQQ2	Q9BVM2;Q5JQQ4	4;2;1	4;2;1	4;2;1	Protein DPCD	DPCD	3	4	4	4
Q9BVM4	Q9BVM4	2	2	2	Gamma-glutamylaminecyclotransferase	GGACT	1	2	2	2
Q9BVP2-2;Q9BVP2;C9JYH9;C9JZT7;B4DMU5	Q9BVP2-2;Q9BVP2	22;22;3;3;3	22;22;3;3;3	22;22;3;3;3	Guanine nucleotide-binding protein-like 3	GNL3	5	22	22	22
Q9BVQ7;Q9BVQ7-2;Q9BVQ7-3;H0YCA5	Q9BVQ7;Q9BVQ7-2;Q9BVQ7-3	4;3;2;1	4;3;2;1	4;3;2;1	Spermatogenesis-associated protein 5-like protein 1	SPATA5L1	4	4	4	4
Q9BVS4-2;Q9BVS4;H0Y919;H0Y8R4	Q9BVS4-2;Q9BVS4	3;3;1;1	3;3;1;1	3;3;1;1	Serine/threonine-protein kinase RIO2	RIOK2	4	3	3	3
Q9BVS5;H7C2E8;F8WDR2	Q9BVS5;H7C2E8;F8WDR2	2;1;1	2;1;1	2;1;1	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	TRMT61B	3	2	2	2
Q9BVW5;H3BU04;H3BTH1	Q9BVW5;H3BU04	5;4;2	5;4;2	5;4;2	TIMELESS-interacting protein	TIPIN	3	5	5	5
Q9BW19;A0A087X1W5	Q9BW19	5;2	5;2	5;2	Kinesin-like protein KIFC1	KIFC1	2	5	5	5
Q9BW30	Q9BW30	2	2	2	Tubulin polymerization-promoting protein family member 3	TPPP3	1	2	2	2
Q9BW60;Q9BW60-2	Q9BW60;Q9BW60-2	2;1	2;1	2;1	Elongation of very long chain fatty acids protein 1	ELOVL1	2	2	2	2
Q9BW61	Q9BW61	2	2	2	DET1- and DDB1-associated protein 1	DDA1	1	2	2	2
Q9BW62;Q5T558;A2A3H2	Q9BW62;Q5T558;A2A3H2	2;1;1	2;1;1	1;1;1	Katanin p60 ATPase-containing subunit A-like 1	KATNAL1	3	2	2	1
Q9BW71;Q9BW71-2;Q9BW71-3	Q9BW71	12;5;2	12;5;2	12;5;2	HIRA-interacting protein 3	HIRIP3	3	12	12	12
Q9BW72	Q9BW72	3	3	3	HIG1 domain family member 2A, mitochondrial	HIGD2A	1	3	3	3
Q9BW83;Q9BW83-2;F5GZ09;B1AH58;H0Y6C7;B1AH56	Q9BW83;Q9BW83-2;F5GZ09;B1AH58;H0Y6C7	8;7;5;4;4;2	8;7;5;4;4;2	8;7;5;4;4;2	Intraflagellar transport protein 27 homolog	IFT27	6	8	8	8
Q9BW85;M0R2S3	Q9BW85;M0R2S3	8;4	8;4	8;4	Coiled-coil domain-containing protein 94	CCDC94	2	8	8	8
Q9BW91-2;Q9BW91;D6RAW2;H7C386;D6R8Z6	Q9BW91-2;Q9BW91	9;9;4;4;1	9;9;4;4;1	9;9;4;4;1	ADP-ribose pyrophosphatase, mitochondrial	NUDT9	5	9	9	9
Q9BW92;U3KQG0;Q9BW92-2;U3KQ50;Q5T5E9	Q9BW92;U3KQG0;Q9BW92-2	30;24;22;6;5	30;24;22;6;5	18;12;10;6;5	Threonine--tRNA ligase, mitochondrial	TARS2	5	30	30	18
Q9BWD1;Q9BWD1-2	Q9BWD1;Q9BWD1-2	16;14	16;14	16;14	Acetyl-CoA acetyltransferase, cytosolic	ACAT2	2	16	16	16
Q9BWE0;Q9BWE0-4;E7EVL6;C9JZE3;C9JYJ8	Q9BWE0;Q9BWE0-4;E7EVL6;C9JZE3;C9JYJ8	3;3;2;2;2	3;3;2;2;2	3;3;2;2;2	Replication initiator 1	REPIN1	5	3	3	3
Q9BWF3;E9PB51;Q9BWF3-4;D6R9K7;J3QRR5;Q9BWF3-3;Q9BWF3-2;Q96PK6-5	Q9BWF3;E9PB51;Q9BWF3-4;D6R9K7;J3QRR5;Q9BWF3-3;Q9BWF3-2	19;17;13;12;12;12;12;6	19;17;13;12;12;12;12;6	5;3;1;1;1;1;1;4	RNA-binding protein 4	RBM4	8	19	19	5
Q9BWH2;H7C0K8	Q9BWH2	4;1	4;1	4;1	FUN14 domain-containing protein 2	FUNDC2	2	4	4	4
Q9BWH6-2;Q9BWH6;H3BRE8;Q9BWH6-3;H3BPY8;H3BPM3;H3BTJ6	Q9BWH6-2;Q9BWH6;H3BRE8	15;15;13;4;3;3;1	15;15;13;4;3;3;1	15;15;13;4;3;3;1	RNA polymerase II-associated protein 1	RPAP1	7	15	15	15
Q9BWJ5	Q9BWJ5	5	5	5	Splicing factor 3B subunit 5	SF3B5	1	5	5	5
Q9BWS9;Q9BWS9-2;Q9BWS9-3;E9PPA0;E9PI70;E9PIP0;E9PRL3;E9PPH0;H0YDL6;H0YCC4;H0YC89	Q9BWS9;Q9BWS9-2;Q9BWS9-3	12;12;10;4;3;3;3;3;2;2;2	12;12;10;4;3;3;3;3;2;2;2	12;12;10;4;3;3;3;3;2;2;2	Chitinase domain-containing protein 1	CHID1	11	12	12	12
Q9BX40;Q5TBP9;Q5TBQ0;Q9BX40-2;Q9BX40-3;Q5TBQ1;A0A0C4DFV2	Q9BX40;Q5TBP9;Q5TBQ0;Q9BX40-2;Q9BX40-3	9;6;6;6;5;4;3	9;6;6;6;5;4;3	9;6;6;6;5;4;3	Protein LSM14 homolog B	LSM14B	7	9	9	9
Q9BX67;Q9BX67-2;H0YD98	Q9BX67;Q9BX67-2	6;6;1	6;6;1	6;6;1	Junctional adhesion molecule C	JAM3	3	6	6	6
Q9BX68	Q9BX68	5	5	5	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2	1	5	5	5
Q9BXB4;H7C487;Q9BXB5-2;Q9BXB5	Q9BXB4	23;1;1;1	23;1;1;1	23;1;1;1	Oxysterol-binding protein-related protein 11	OSBPL11	4	23	23	23
Q9BXJ9;A0A0B4J1W3;Q9BXJ9-4	Q9BXJ9;A0A0B4J1W3;Q9BXJ9-4	59;58;34	59;58;34	53;52;29	N-alpha-acetyltransferase 15, NatA auxiliary subunit	NAA15	3	59	59	53
Q9BXK5;A0A087WX97;A0A087WTL4;Q9BXK5-2;Q9BXK5-4;E9PDD6;F2Z2C3;A0A087WW80;A0A0A0MR90;F6VJB4	Q9BXK5;A0A087WX97;A0A087WTL4;Q9BXK5-2;Q9BXK5-4	14;11;10;7;7;6;4;4;4;2	14;11;10;7;7;6;4;4;4;2	14;11;10;7;7;6;4;4;4;2	Bcl-2-like protein 13	BCL2L13	10	14	14	14
Q9BXP2;C9JMQ7;C9JBD8;Q9BXP2-2;Q9BXP2-3;Q9BXP2-4	Q9BXP2;C9JMQ7;C9JBD8;Q9BXP2-2;Q9BXP2-3;Q9BXP2-4	2;1;1;1;1;1	2;1;1;1;1;1	2;1;1;1;1;1	Solute carrier family 12 member 9	SLC12A9	6	2	2	2
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5;H7C3A1;H7C0U8;A0A286YEP7;H7C1K0;A0A0A0MSP6	Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5;H7C3A1	27;27;27;27;25;17;5;4;3;1	27;27;27;27;25;17;5;4;3;1	27;27;27;27;25;17;5;4;3;1	Serrate RNA effector molecule homolog	SRRT	10	27	27	27
Q9BXR0;Q9BXR0-2;K7ESP6;K7EJ21;K7EL95;K7EPI1	Q9BXR0;Q9BXR0-2	14;7;6;5;3;2	14;7;6;5;3;2	14;7;6;5;3;2	Queuine tRNA-ribosyltransferase	QTRT1	6	14	14	14
Q9BXS5;Q9BXS5-2;E7ENJ6;K7EJL1;K7EQX3;K7ENA7;Q9Y6Q5;Q9Y6Q5-2;A0A087WZX7;K7EPR4;K7EK69;K7ERH5;K7EL08;K7EMG5	Q9BXS5;Q9BXS5-2;E7ENJ6;K7EJL1	22;21;19;17;7;6;3;3;2;2;1;1;1;1	22;21;19;17;7;6;3;3;2;2;1;1;1;1	16;15;13;14;7;3;1;1;1;0;1;1;1;0	AP-1 complex subunit mu-1	AP1M1	14	22	22	16
Q9BXS6-4;Q9BXS6-6;Q9BXS6-3;Q9BXS6-5;Q9BXS6-2;Q9BXS6;Q9BXS6-7	Q9BXS6-4;Q9BXS6-6;Q9BXS6-3;Q9BXS6-5;Q9BXS6-2;Q9BXS6;Q9BXS6-7	2;2;2;2;2;2;1	2;2;2;2;2;2;1	2;2;2;2;2;2;1	Nucleolar and spindle-associated protein 1	NUSAP1	7	2	2	2
Q9BXV9;H0YJA8	Q9BXV9	4;1	4;1	4;1	Uncharacterized protein C14orf142	C14orf142	2	4	4	4
Q9BXW6;Q9BXW6-4;Q9BXW6-2;J3QSB8;J3QLA2;J3KTA6;J3KSG6;E7ER58;A0A1W2PRU5;J3KRT6	Q9BXW6;Q9BXW6-4;Q9BXW6-2	14;10;8;4;2;2;2;2;1;1	14;10;8;4;2;2;2;2;1;1	14;10;8;4;2;2;2;2;1;1	Oxysterol-binding protein-related protein 1	OSBPL1A	10	14	14	14
Q9BXW7;Q9BXW7-2;A8MYZ9	Q9BXW7;Q9BXW7-2	15;15;6	15;15;6	15;15;6	Cat eye syndrome critical region protein 5	CECR5	3	15	15	15
Q9BXW9;Q9BXW9-1;Q9BXW9-3;H7BZJ7;Q9BXW9-4	Q9BXW9;Q9BXW9-1;Q9BXW9-3	12;12;11;5;5	12;12;11;5;5	12;12;11;5;5	Fanconi anemia group D2 protein	FANCD2	5	12	12	12
Q9BXX2	Q9BXX2	2	2	2	Ankyrin repeat domain-containing protein 30B	ANKRD30B	1	2	2	2
Q9BY32;Q9BY32-3	Q9BY32;Q9BY32-3	11;7	11;7	5;3	Inosine triphosphate pyrophosphatase	ITPA	2	11	11	5
Q9BY42;A2A2L6;A2A2L5;A0A0A0MQR2	Q9BY42;A2A2L6;A2A2L5;A0A0A0MQR2	4;3;3;3	4;3;3;3	4;3;3;3	Protein RTF2 homolog	RTFDC1	4	4	4	4
Q9BY43-2;Q9BY43;H0YIN6	Q9BY43-2;Q9BY43	6;6;2	6;6;2	2;2;2	Charged multivesicular body protein 4a	CHMP4A	3	6	6	2
Q9BY44-3;Q9BY44;F8WAE5;Q9BY44-4;Q9BY44-2;C9IZE1;H7C5R5;H7C5Q3;F8WF18;F8WAT3	Q9BY44-3;Q9BY44;F8WAE5;Q9BY44-4;Q9BY44-2	18;18;17;15;10;7;7;5;1;1	18;18;17;15;10;7;7;5;1;1	18;18;17;15;10;7;7;5;1;1	Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed	EIF2A	10	18	18	18
Q9BYB4;Q9BYB4-2;C9JPQ6	Q9BYB4;Q9BYB4-2	12;6;3	12;6;3	12;6;3	Guanine nucleotide-binding protein subunit beta-like protein 1	GNB1L	3	12	12	12
Q9BYC8	Q9BYC8	3	3	3	39S ribosomal protein L32, mitochondrial	MRPL32	1	3	3	3
Q9BYC9;I3L2X1;Q9BYC9-2	Q9BYC9	7;2;2	7;2;2	7;2;2	39S ribosomal protein L20, mitochondrial	MRPL20	3	7	7	7
Q9BYD1;E5RJI7;H0YAX3;E5RFI2	Q9BYD1;E5RJI7;H0YAX3	4;3;2;1	4;3;2;1	4;3;2;1	39S ribosomal protein L13, mitochondrial	MRPL13	4	4	4	4
Q9BYD2;Q5SZR1;A0A1W2PPE5;A0A1W2PS92	Q9BYD2;Q5SZR1	7;5;3;3	7;5;3;3	4;2;0;0	39S ribosomal protein L9, mitochondrial	MRPL9	4	7	7	4
Q9BYD6;H0Y8N7	Q9BYD6;H0Y8N7	11;8	11;8	11;8	39S ribosomal protein L1, mitochondrial	MRPL1	2	11	11	11
Q9BYG3;C9J6C5;C9J808;H7BZL0	Q9BYG3;C9J6C5;C9J808	7;5;4;2	7;5;4;2	7;5;4;2	MKI67 FHA domain-interacting nucleolar phosphoprotein	NIFK	4	7	7	7
Q9BYG5-2;Q9BYG5	Q9BYG5-2;Q9BYG5	2;2	2;2	2;2	Partitioning defective 6 homolog beta	PARD6B	2	2	2	2
Q9BYJ9;Q9BYJ9-2	Q9BYJ9	6;2	1;1	1;1	YTH domain-containing family protein 1	YTHDF1	2	6	1	1
Q9BYN0	Q9BYN0	3	3	3	Sulfiredoxin-1	SRXN1	1	3	3	3
Q9BYN8	Q9BYN8	7	7	7	28S ribosomal protein S26, mitochondrial	MRPS26	1	7	7	7
Q9BYT8;E9PCB6;H0YAK4;H0YAF7	Q9BYT8;E9PCB6	27;23;13;8	27;23;13;8	27;23;13;8	Neurolysin, mitochondrial	NLN	4	27	27	27
Q9BYV8;Q9BYV8-5;Q9BYV8-2;C9JXA0;Q9BYV8-3;C9J6R3;C9J9X8;C9JCX6;F8WF85	Q9BYV8;Q9BYV8-5;Q9BYV8-2	8;6;6;3;3;2;2;2;1	8;6;6;3;3;2;2;2;1	8;6;6;3;3;2;2;2;1	Centrosomal protein of 41 kDa	CEP41	9	8	8	8
V9GYZ0;Q9BZ23-3;Q9BZ23-4;Q9BZ23;A0A2R8YFI4;A0A2R8YF29	V9GYZ0;Q9BZ23-3;Q9BZ23-4;Q9BZ23;A0A2R8YFI4;A0A2R8YF29	2;2;2;2;1;1	2;2;2;2;1;1	2;2;2;2;1;1	Pantothenate kinase 2, mitochondrial	PANK2	6	2	2	2
Q9BZD4;B1AQT4;E9PP32;E9PKH1;B1AQT3	Q9BZD4;B1AQT4;E9PP32	4;3;3;1;1	4;3;3;1;1	1;0;0;0;0	Kinetochore protein Nuf2	NUF2	5	4	4	1
Q9BZE1;S4R369;A6NHR2;H0Y4J2	Q9BZE1;S4R369	18;15;7;4	18;15;7;4	18;15;7;4	39S ribosomal protein L37, mitochondrial	MRPL37	4	18	18	18
Q9BZE2;A0A087WY59	Q9BZE2;A0A087WY59	9;7	9;7	9;7	tRNA pseudouridine(38/39) synthase;tRNA pseudouridine synthase	PUS3	2	9	9	9
Q9BZE4;Q9BZE4-2;Q9BZE4-3;Q5T3R7	Q9BZE4;Q9BZE4-2;Q9BZE4-3	20;19;16;6	20;19;16;6	20;19;16;6	Nucleolar GTP-binding protein 1	GTPBP4	4	20	20	20
Q9BZE9;Q9BZE9-2;Q9BZE9-3;J3QL04;J3KRY8;J3QR12;Q9BZE9-4;J3QRW3;J3KRG1;J3QR50;J3KRF7;C9JAL9	Q9BZE9;Q9BZE9-2;Q9BZE9-3;J3QL04;J3KRY8;J3QR12;Q9BZE9-4	15;15;11;8;8;8;8;6;6;4;4;2	15;15;11;8;8;8;8;6;6;4;4;2	15;15;11;8;8;8;8;6;6;4;4;2	Tether containing UBX domain for GLUT4	ASPSCR1	12	15	15	15
Q9BZF1-3;Q9BZF1-2;Q9BZF1;F8VQX7;F8VUA7;F8VVD3;F8VVE7;F8VZ43	Q9BZF1-3;Q9BZF1-2;Q9BZF1;F8VQX7;F8VUA7	14;14;14;10;9;2;2;2	14;14;14;10;9;2;2;2	14;14;14;10;9;2;2;2	Oxysterol-binding protein-related protein 8;Oxysterol-binding protein	OSBPL8	8	14	14	14
Q9BZF3-2;Q9BZF3-4;Q9BZF3;Q9BZF3-3;Q9BZF3-5;Q9BZF3-6	Q9BZF3-2;Q9BZF3-4;Q9BZF3;Q9BZF3-3;Q9BZF3-5;Q9BZF3-6	8;8;8;8;8;5	8;8;8;8;8;5	8;8;8;8;8;5	Oxysterol-binding protein-related protein 6	OSBPL6	6	8	8	8
Q9BZG8;I3L1H5;Q9BZG8-3;Q9BZG8-2;I3L3X9;V9GYS2;U3KQN3	Q9BZG8;I3L1H5;Q9BZG8-3;Q9BZG8-2	11;10;9;9;4;2;2	11;10;9;9;4;2;2	9;8;9;9;4;2;2	Diphthamide biosynthesis protein 1	DPH1	7	11	11	9
Q9BZH6;S4R3Z0	Q9BZH6	27;3	27;3	27;3	WD repeat-containing protein 11	WDR11	2	27	27	27
Q9BZK7;A0A0D9SF63;A0A1B0GVH3;O60907;C9IYU9;F8W9D8;A0A1B0GUU2;C9JCK0;C9JBN1;A0A0D9SF25;C9JLJ1;C9J7E1;C9JCW4;A0A0D9SFS8;C9J903;C9J3H2;C9JEC9;C9JY82;A0A0D9SFI2;C9JTW8;A0A0D9SEW5	Q9BZK7;A0A0D9SF63	11;10;5;4;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1	11;10;5;4;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1	7;7;2;0;3;3;3;2;2;2;2;1;1;1;1;1;1;1;0;1;1	F-box-like/WD repeat-containing protein TBL1XR1	TBL1XR1	21	11	11	7
Q9BZL1;K7EQ43	Q9BZL1	5;1	5;1	5;1	Ubiquitin-like protein 5	UBL5	2	5	5	5
Q9BZL6-2;Q9BZL6;Q9BZL6-3;M0QZ82;M0R2Z8	Q9BZL6-2;Q9BZL6;Q9BZL6-3	6;6;6;1;1	6;6;6;1;1	6;6;6;1;1	Serine/threonine-protein kinase D2	PRKD2	5	6	6	6
Q9BZQ6-2;Q9BZQ6	Q9BZQ6-2;Q9BZQ6	4;4	4;4	4;4	ER degradation-enhancing alpha-mannosidase-like protein 3	EDEM3	2	4	4	4
Q9BZV1-2;Q9BZV1;K7EP32;K7EJ02;K7ELN1	Q9BZV1-2;Q9BZV1;K7EP32	10;10;7;2;1	10;10;7;2;1	10;10;7;2;1	UBX domain-containing protein 6	UBXN6	5	10	10	10
Q9BZX2;A0A2R8Y653;Q9BZX2-2	Q9BZX2;A0A2R8Y653	9;8;4	9;8;4	8;7;3	Uridine-cytidine kinase 2	UCK2	3	9	9	8
Q9BZZ5-2;G3V1C3;Q9BZZ5;Q9BZZ5-3;Q9BZZ5-6;Q9BZZ5-5;Q9BZZ5-1;H0YER7;E9PQK6	Q9BZZ5-2;G3V1C3;Q9BZZ5;Q9BZZ5-3;Q9BZZ5-6;Q9BZZ5-5;Q9BZZ5-1;H0YER7	26;25;25;23;22;20;18;15;5	26;25;25;23;22;20;18;15;5	26;25;25;23;22;20;18;15;5	Apoptosis inhibitor 5	API5	9	26	26	26
Q9C005	Q9C005	5	5	5	Protein dpy-30 homolog	DPY30	1	5	5	5
Q9C026-5;Q9C026;Q9C026-4	Q9C026-5;Q9C026;Q9C026-4	2;2;2	2;2;2	2;2;2	E3 ubiquitin-protein ligase TRIM9	TRIM9	3	2	2	2
Q9C0B0;K7EQ93	Q9C0B0	6;1	6;1	5;1	RING finger protein unkempt homolog	UNK	2	6	6	5
Q9C0C2;Q9C0C2-2;A0A2R8Y5C4;E9PKK0	Q9C0C2;Q9C0C2-2	13;7;3;1	13;7;3;1	13;7;3;1	182 kDa tankyrase-1-binding protein	TNKS1BP1	4	13	13	13
Q9C0C9;K7EQ12	Q9C0C9	40;4	40;4	11;4	E2/E3 hybrid ubiquitin-protein ligase UBE2O	UBE2O	2	40	40	11
Q9C0D3;A8DPD7;Q9C0D3-2	Q9C0D3;A8DPD7	7;5;2	7;5;2	7;5;2	Protein zyg-11 homolog B	ZYG11B	3	7	7	7
Q9C0E8-2;Q9C0E8;Q9C0E8-4;Q9C0E8-3;C9JL94	Q9C0E8-2;Q9C0E8;Q9C0E8-4;Q9C0E8-3	8;8;8;6;1	8;8;8;6;1	8;8;8;6;1	Protein lunapark	LNP	5	8	8	8
Q9C0F1-2;Q9C0F1;D6RGX6	Q9C0F1-2;Q9C0F1;D6RGX6	2;2;1	2;2;1	2;2;1	Centrosomal protein of 44 kDa	CEP44	3	2	2	2
Q9C0H2-3;Q9C0H2-2;Q9C0H2;Q9C0H2-4	Q9C0H2-3;Q9C0H2-2;Q9C0H2;Q9C0H2-4	1;1;1;1	1;1;1;1	1;1;1;1	Protein tweety homolog 3	TTYH3	4	1	1	1
Q9C0I1-3;Q9C0I1-2;Q9C0I1	Q9C0I1-3;Q9C0I1-2;Q9C0I1	9;9;9	9;9;9	9;9;9	Myotubularin-related protein 12	MTMR12	3	9	9	9
Q9GZL7	Q9GZL7	15	15	15	Ribosome biogenesis protein WDR12	WDR12	1	15	15	15
Q9GZN8-2;Q9GZN8;H7BYU9	Q9GZN8-2;Q9GZN8;H7BYU9	9;9;6	9;9;6	9;9;6	UPF0687 protein C20orf27	C20orf27	3	9	9	9
Q9GZP4;Q9GZP4-2;X6R8S9;X6RHB9	Q9GZP4;Q9GZP4-2;X6R8S9	12;11;6;5	12;11;6;5	12;11;6;5	PITH domain-containing protein 1	PITHD1	4	12	12	12
Q9GZP9;I3L3R8;I3L4W7;K7EQE8;I3L1W3;I3L1S8;I3L1T3;I3L0R8	Q9GZP9;I3L3R8;I3L4W7;K7EQE8;I3L1W3;I3L1S8;I3L1T3;I3L0R8	2;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1	Derlin-2	DERL2	8	2	2	2
Q9GZQ3;E9PJE4;H0YEQ6	Q9GZQ3;E9PJE4;H0YEQ6	6;4;3	6;4;3	6;4;3	COMM domain-containing protein 5	COMMD5	3	6	6	6
Q9GZS3;H0YN81;H0YMF9;H0YL19;H0YM76;H3BQA8;H0YLA1	Q9GZS3;H0YN81;H0YMF9;H0YL19	11;10;7;7;3;3;2	11;10;7;7;3;3;2	11;10;7;7;3;3;2	WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed	WDR61	7	11	11	11
Q9GZT3-2;Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1	Q9GZT3-2;Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7	9;9;8;8;8;8;7;3;3;1	9;9;8;8;8;8;7;3;3;1	9;9;8;8;8;8;7;3;3;1	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP	10	9	9	9
Q9GZT8-2;Q9GZT8;E7EXA3;Q6X734;Q9GZT8-3;B8ZZI0;C9JN42;H7C1A8	Q9GZT8-2;Q9GZT8;E7EXA3;Q6X734;Q9GZT8-3	13;13;7;7;7;5;3;1	13;13;7;7;7;5;3;1	13;13;7;7;7;5;3;1	NIF3-like protein 1	NIF3L1	8	13	13	13
Q9GZT9-2;Q9GZT9;Q9GZT9-3;G3V3M1;Q9H6Z9	Q9GZT9-2;Q9GZT9;Q9GZT9-3	7;7;4;1;1	7;7;4;1;1	7;7;4;1;1	Egl nine homolog 1	EGLN1	5	7	7	7
Q9GZU8;H3BQQ6;H3BTI2;H3BTP8;H3BSY6;H3BP64;H3BUL4;H3BMX9;H3BN22;Q6P4H7;H3BSF0;H3BU93;H3BNK9;H3BPH9;H3BPF9	Q9GZU8;H3BQQ6;H3BTI2;H3BTP8;H3BSY6;H3BP64;H3BUL4;H3BMX9;H3BN22;Q6P4H7;H3BSF0;H3BU93	6;4;4;4;4;4;4;4;3;3;3;3;2;1;1	6;4;4;4;4;4;4;4;3;3;3;3;2;1;1	6;4;4;4;4;4;4;4;3;3;3;3;2;1;1	Protein FAM192A	FAM192A;NIP30	15	6	6	6
Q9GZZ9;E7EQ61;Q9GZZ9-2;E7EWE1;C9JRV9;C9J5W5;C9J0F6	Q9GZZ9;E7EQ61;Q9GZZ9-2;E7EWE1;C9JRV9;C9J5W5	10;9;9;7;6;5;4	10;9;9;7;6;5;4	10;9;9;7;6;5;4	Ubiquitin-like modifier-activating enzyme 5	UBA5	7	10	10	10
