Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
Q9NQT4;M0R102;M0R289	Q9NQT4	6;2;1	6;2;1	2;2;1	Exosome complex component RRP46	EXOSC5	3	6	6	2
Q9NQT5;Q9NQT5-2	Q9NQT5	13;5	13;5	13;5	Exosome complex component RRP40	EXOSC3	2	13	13	13
Q9NQT8;E7ERX9	Q9NQT8;E7ERX9	4;3	3;2	3;2	Kinesin-like protein KIF13B;Kinesin-like protein	KIF13B	2	4	3	3
Q9NQW6-2;Q9NQW6;H7C1K5;C9JJT6;H7C3S1;H7C1C2	Q9NQW6-2;Q9NQW6	20;20;4;3;2;2	20;20;4;3;2;2	20;20;4;3;2;2	Actin-binding protein anillin	ANLN	6	20	20	20
Q9NQW7-3;Q9NQW7;Q9NQW7-4;Q9NQW7-2;Q5T6H7;Q5T6H2;Q5T6H3	Q9NQW7-3;Q9NQW7;Q9NQW7-4;Q9NQW7-2;Q5T6H7	29;27;27;25;24;10;9	29;27;27;25;24;10;9	29;27;27;25;24;10;9	Xaa-Pro aminopeptidase 1	XPNPEP1	7	29	29	29
Q9NQZ5;C9JTD3	Q9NQZ5	13;5	13;5	13;5	StAR-related lipid transfer protein 7, mitochondrial	STARD7	2	13	13	13
Q9NR09;REV__Q96C03;REV__Q96C03-3;REV__Q9NR09	Q9NR09	93;1;1;1	93;1;1;1	25;1;1;1	Baculoviral IAP repeat-containing protein 6	BIRC6	4	93	93	25
Q9NR12;Q9NR12-2	Q9NR12;Q9NR12-2	15;12	15;12	8;8	PDZ and LIM domain protein 7	PDLIM7	2	15	15	8
Q9NR19;Q9NR19-2;F8WDJ9;F8WCJ4;C9JXD9;C9J7L5;C9IYL0;B4DEH9;C9JY31	Q9NR19;Q9NR19-2	3;3;1;1;1;1;1;1;1	3;3;1;1;1;1;1;1;1	3;3;1;1;1;1;1;1;1	Acetyl-coenzyme A synthetase, cytoplasmic	ACSS2	9	3	3	3
Q9NR28-2;Q9NR28;A0A024RBT2;Q9NR28-3;H7BZK7;A0A2U3TZH2;H7BZQ7	Q9NR28-2;Q9NR28;A0A024RBT2;Q9NR28-3	11;11;10;8;4;4;2	11;11;10;8;4;4;2	11;11;10;8;4;4;2	Diablo homolog, mitochondrial	DIABLO	7	11	11	11
Q9NR30;Q9NR30-2	Q9NR30;Q9NR30-2	43;39	43;39	41;37	Nucleolar RNA helicase 2	DDX21	2	43	43	41
Q9NR31;Q9NR31-2;H0Y5E8;Q5SQT8	Q9NR31;Q9NR31-2;H0Y5E8	15;12;8;5	15;12;8;5	12;12;8;2	GTP-binding protein SAR1a	SAR1A	4	15	15	12
Q9NR33	Q9NR33	6	6	6	DNA polymerase epsilon subunit 4	POLE4	1	6	6	6
Q9NR45;Q5TBR1;Q5TBR0	Q9NR45	18;4;3	18;4;3	18;4;3	Sialic acid synthase	NANS	3	18	18	18
Q9NR50;Q9NR50-3;Q9NR50-2;H0Y580;A0A0D9SEN0	Q9NR50;Q9NR50-3;Q9NR50-2;H0Y580	22;20;20;11;4	22;20;20;11;4	22;20;20;11;4	Translation initiation factor eIF-2B subunit gamma	EIF2B3	5	22	22	22
Q9NRF8;H0Y5S6	Q9NRF8	23;2	20;2	20;2	CTP synthase 2	CTPS2	2	23	20	20
Q9NRF9	Q9NRF9	9	9	9	DNA polymerase epsilon subunit 3	POLE3	1	9	9	9
Q9NRG1;Q9NRG1-2;Q9NRG1-3	Q9NRG1;Q9NRG1-2	5;4;1	4;3;1	4;3;1	Phosphoribosyltransferase domain-containing protein 1	PRTFDC1	3	5	4	4
Q9NRG7;G3V5T1;G3V4Z0;Q86TZ5;F6RWC2;Q9NRG7-3;G3V4N6;H0YJ71;G3V451;G3V2Z6	Q9NRG7;G3V5T1;G3V4Z0;Q86TZ5;F6RWC2;Q9NRG7-3	6;3;3;3;3;3;2;2;1;1	6;3;3;3;3;3;2;2;1;1	6;3;3;3;3;3;2;2;1;1	Epimerase family protein SDR39U1	SDR39U1	10	6	6	6
Q9NRG9;Q9NRG9-2;F8VZ44;H3BU82;F8VUB6	Q9NRG9;Q9NRG9-2;F8VZ44;H3BU82	11;10;9;7;4	11;10;9;7;4	11;10;9;7;4	Aladin	AAAS	5	11	11	11
Q9NRH1;C9IZ57;Q9NRH1-2	Q9NRH1	4;1;1	4;1;1	4;1;1	Yae1 domain-containing protein 1	YAE1D1	3	4	4	4
Q9NRK6	Q9NRK6	10	10	10	ATP-binding cassette sub-family B member 10, mitochondrial	ABCB10	1	10	10	10
Q9NRL2;Q9NRL2-2;A0A087WWN7	Q9NRL2;Q9NRL2-2	10;10;4	10;10;4	10;10;4	Bromodomain adjacent to zinc finger domain protein 1A	BAZ1A	3	10	10	10
Q9NRL3;Q9NRL3-3;F5GYK2;M0R317;R4GN16;M0QZM0;M0R2A7;M0QYS2;M0R0P4;M0R0W8;Q9NRL3-2	Q9NRL3;Q9NRL3-3;F5GYK2	16;16;14;6;5;4;3;3;3;3;3	13;13;11;5;5;4;1;1;1;1;1	13;13;11;5;5;4;1;1;1;1;1	Striatin-4	STRN4	11	16	13	13
Q9NRN7;E9PLW6;E9PNF3;Q9NRN7-2	Q9NRN7;E9PLW6;E9PNF3	17;13;10;5	17;13;10;5	17;13;10;5	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	4	17	17	17
Q9NRN9;H7C0M7;B8ZZE3;B8ZZC8;E7EMN2;B8ZZY8;F5H4E8	Q9NRN9;H7C0M7;B8ZZE3;B8ZZC8;E7EMN2;B8ZZY8	6;5;5;5;4;3;1	6;5;5;5;4;3;1	6;5;5;5;4;3;1	Methyltransferase-like protein 5	METTL5	7	6	6	6
Q9NRP0;A0A087WUD3;Q9NRP0-2	Q9NRP0;A0A087WUD3;Q9NRP0-2	2;1;1	2;1;1	2;1;1	Oligosaccharyltransferase complex subunit OSTC	OSTC	3	2	2	2
Q9NRP2;H3BPP2;H3BQQ1;H3BNN8;H3BTB6	Q9NRP2;H3BPP2	4;3;1;1;1	4;3;1;1;1	4;3;1;1;1	COX assembly mitochondrial protein 2 homolog	CMC2	5	4	4	4
Q9NRP4	Q9NRP4	2	2	2	Succinate dehydrogenase assembly factor 3, mitochondrial	SDHAF3	1	2	2	2
Q9NRR4-2;Q9NRR4-4;Q9NRR4	Q9NRR4-2;Q9NRR4-4;Q9NRR4	1;1;1	1;1;1	1;1;1	Ribonuclease 3	DROSHA	3	1	1	1
Q9NRR5;Q9NRR5-2	Q9NRR5	15;1	11;1	11;1	Ubiquilin-4	UBQLN4	2	15	11	11
Q9NRV9;F5GWX2;A0A3B3IRV5;H0YG71	Q9NRV9;F5GWX2;A0A3B3IRV5	9;7;7;3	9;7;7;3	9;7;7;3	Heme-binding protein 1	HEBP1	4	9	9	9
Q9NRW3;A0A087WX48;Q6ICH2;Q8IUX4;Q96AK3	Q9NRW3	3;1;1;1;1	3;1;1;1;1	3;1;1;1;1	DNA dC->dU-editing enzyme APOBEC-3C	APOBEC3C	5	3	3	3
Q9NRW7;A0A087WU65;A0A2R8YD95;A0A2R8YF01;A0A1B0GXI6;A0A2R8Y7W9;A0A2R8YDP1	Q9NRW7;A0A087WU65;A0A2R8YD95;A0A2R8YF01;A0A1B0GXI6	17;16;16;13;12;2;1	17;16;16;13;12;2;1	2;1;2;2;2;2;1	Vacuolar protein sorting-associated protein 45	VPS45	7	17	17	2
Q9NRX1;F8WBJ6	Q9NRX1;F8WBJ6	7;5	7;5	7;5	RNA-binding protein PNO1	PNO1	2	7	7	7
Q9NRX2;E9PKV2	Q9NRX2;E9PKV2	11;8	11;8	11;8	39S ribosomal protein L17, mitochondrial	MRPL17	2	11	11	11
Q9NRX4;Q9NRX4-2	Q9NRX4;Q9NRX4-2	10;5	10;5	10;5	14 kDa phosphohistidine phosphatase	PHPT1	2	10	10	10
Q9NRX5	Q9NRX5	1	1	1	Serine incorporator 1	SERINC1	1	1	1	1
Q9NRY4	Q9NRY4	21	21	21	Rho GTPase-activating protein 35	ARHGAP35	1	21	21	21
Q9NRY5;E7ESJ7;E5RGF9;E5RHI8;E5RFK2;E5RK42;E5RHP2	Q9NRY5;E7ESJ7	22;20;6;2;2;1;1	22;20;6;2;2;1;1	22;20;6;2;2;1;1	Protein FAM114A2	FAM114A2	7	22	22	22
Q9NS18;Q9NS18-2	Q9NS18;Q9NS18-2	4;4	4;4	4;4	Glutaredoxin-2, mitochondrial	GLRX2	2	4	4	4
Q9NS69	Q9NS69	7	7	7	Mitochondrial import receptor subunit TOM22 homolog	TOMM22	1	7	7	7
Q9NS86	Q9NS86	9	9	9	LanC-like protein 2	LANCL2	1	9	9	9
Q9NS87;Q9NS87-2;Q9NS87-4;C9JKA9;D6RCT7;Q9NS87-3;H7BZT2;H7C1K7	Q9NS87;Q9NS87-2;Q9NS87-4;C9JKA9;D6RCT7	40;37;33;31;20;15;6;4	40;37;33;31;20;15;6;4	40;37;33;31;20;15;6;4	Kinesin-like protein KIF15;Kinesin-like protein	KIF15	8	40	40	40
Q9NS91;F8WE49;H7C0A5;C9J0Q4;F8WFA6;H7C3I2	Q9NS91;F8WE49	12;9;1;1;1;1	12;9;1;1;1;1	12;9;1;1;1;1	E3 ubiquitin-protein ligase RAD18	RAD18	6	12	12	12
Q9NSA3	Q9NSA3	4	4	4	Beta-catenin-interacting protein 1	CTNNBIP1	1	4	4	4
Q9NSB8;Q9NSB8-2;H0YNR9	Q9NSB8;Q9NSB8-2;H0YNR9	2;2;1	1;1;1	1;1;1	Homer protein homolog 2	HOMER2	3	2	1	1
Q9NSD9;Q9NSD9-2	Q9NSD9;Q9NSD9-2	35;31	35;31	35;31	Phenylalanine--tRNA ligase beta subunit	FARSB	2	35	35	35
Q9NSE4	Q9NSE4	43	43	43	Isoleucine--tRNA ligase, mitochondrial	IARS2	1	43	43	43
Q9NSG2;A0A1B0GUP7;Q9NSG2-3;Q9NSG2-2	Q9NSG2;A0A1B0GUP7;Q9NSG2-3;Q9NSG2-2	2;1;1;1	2;1;1;1	2;1;1;1	Uncharacterized protein C1orf112	C1orf112	4	2	2	2
Q9NSI2;Q9NSI2-2;C9JJU7	Q9NSI2;Q9NSI2-2;C9JJU7	6;6;4	6;6;4	6;6;4	Protein FAM207A	FAM207A	3	6	6	6
Q9NSK0;Q9NSK0-3;Q9NSK0-5;C9J8T5;Q9NSK0-4;C9JZE5;H7C4M1;C9JXT5;C9JQU1;C9K0D5;Q9NSK0-2	Q9NSK0;Q9NSK0-3;Q9NSK0-5	23;22;19;11;11;8;6;2;2;2;2	18;17;15;9;9;6;3;2;2;2;2	17;16;15;8;8;5;3;2;2;2;2	Kinesin light chain 4	KLC4	11	23	18	17
Q9NSP4;B1AHQ6;Q9NSP4-4;Q9NSP4-2;B1AHQ7;B1AHQ8;Q9NSP4-3	Q9NSP4;B1AHQ6;Q9NSP4-4;Q9NSP4-2	9;6;6;6;3;1;1	9;6;6;6;3;1;1	9;6;6;6;3;1;1	Centromere protein M	CENPM	7	9	9	9
Q9NSV4-7;Q9NSV4-6;Q9NSV4-4;Q9NSV4;Q9NSV4-5;Q9NSV4-1;Q9NSV4-2	Q9NSV4-7;Q9NSV4-6;Q9NSV4-4;Q9NSV4;Q9NSV4-5;Q9NSV4-1;Q9NSV4-2	17;17;17;17;16;10;9	17;17;17;17;16;10;9	17;17;17;17;16;10;9	Protein diaphanous homolog 3	DIAPH3	7	17	17	17
Q9NSY1-2;Q9NSY1-3;Q9NSY1;K4DI97;H0Y9P1	Q9NSY1-2;Q9NSY1-3;Q9NSY1;K4DI97;H0Y9P1	4;4;4;2;2	3;3;3;1;2	3;3;3;1;2	BMP-2-inducible protein kinase	BMP2K	5	4	3	3
Q9NT62;Q9NT62-2;F8WDI0	Q9NT62;Q9NT62-2	12;11;3	12;11;3	12;11;3	Ubiquitin-like-conjugating enzyme ATG3	ATG3	3	12	12	12
Q9NTI5-2;Q9NTI5;A9IYQ1;Q9NTI5-3;Q9NTI5-5	Q9NTI5-2;Q9NTI5	14;14;5;5;1	12;12;5;3;1	12;12;5;3;1	Sister chromatid cohesion protein PDS5 homolog B	PDS5B	5	14	12	12
Q9NTJ3;E9PD53;Q9NTJ3-2;C9JR83;C9J9E4;C9JWF0;C9IYK2;C9JJ64;C9J578;C9JVD8;F8WCB7	Q9NTJ3;E9PD53;Q9NTJ3-2	72;70;66;19;7;7;7;7;6;5;1	72;70;66;19;7;7;7;7;6;5;1	72;70;66;19;7;7;7;7;6;5;1	Structural maintenance of chromosomes protein 4;Structural maintenance of chromosomes protein	SMC4	11	72	72	72
Q9NTJ5;E9PGZ4;Q9NTJ5-2;C9JV50;F8WDN7;F8WCQ2;C9J3E3	Q9NTJ5;E9PGZ4;Q9NTJ5-2	16;12;12;6;6;3;1	16;12;12;6;6;3;1	16;12;12;6;6;3;1	Phosphatidylinositide phosphatase SAC1	SACM1L	7	16	16	16
Q9NTM9;Q5TCZ7;A0A0B4J226	Q9NTM9;Q5TCZ7;A0A0B4J226	7;4;4	7;4;4	7;4;4	Copper homeostasis protein cutC homolog	CUTC	3	7	7	7
Q9NTX5-2;Q9NTX5;Q9NTX5-6;Q9NTX5-3;F2Z2D6;E9PJS8;H0Y5L2;J3KP84;E9PPG7;E9PRU6;E9PLY6;Q9NTX5-5;H0Y525;E9PIU8;Q9NTX5-4;H0YCS9	Q9NTX5-2;Q9NTX5;Q9NTX5-6;Q9NTX5-3;F2Z2D6;E9PJS8;H0Y5L2	13;13;12;9;7;7;7;6;6;6;6;6;3;3;2;1	13;13;12;9;7;7;7;6;6;6;6;6;3;3;2;1	13;13;12;9;7;7;7;6;6;6;6;6;3;3;2;1	Ethylmalonyl-CoA decarboxylase	ECHDC1	16	13	13	13
Q9NTX7-2;Q9NTX7	Q9NTX7-2;Q9NTX7	1;1	1;1	1;1	E3 ubiquitin-protein ligase RNF146	RNF146	2	1	1	1
Q9NTZ6;A6PVI1;A6PVI0;Q5JX62	Q9NTZ6	30;4;4;4	30;4;4;4	30;4;4;4	RNA-binding protein 12	RBM12	4	30	30	30
Q9NU02	Q9NU02	2	2	2	Ankyrin repeat and EF-hand domain-containing protein 1	ANKEF1	1	2	2	2
Q9NU22;Q5T795;M0QXR3	Q9NU22	69;24;2	69;24;2	69;24;2	Midasin	MDN1	3	69	69	69
Q9NU23;E5RJK7;E5RG38;G3V136	Q9NU23;E5RJK7;E5RG38;G3V136	4;2;2;2	4;2;2;2	4;2;2;2	LYR motif-containing protein 2	LYRM2	4	4	4	4
Q9NUB1-3;Q9NUB1-2;Q9NUB1;Q9NUB1-4	Q9NUB1-3;Q9NUB1-2;Q9NUB1;Q9NUB1-4	5;5;5;4	5;5;5;4	5;5;5;4	Acetyl-coenzyme A synthetase 2-like, mitochondrial	ACSS1	4	5	5	5
Q9NUD5;Q9NUD5-2	Q9NUD5;Q9NUD5-2	10;6	10;6	10;6	Zinc finger CCHC domain-containing protein 3	ZCCHC3	2	10	10	10
Q9NUG6	Q9NUG6	2	2	2	p53 and DNA damage-regulated protein 1	PDRG1	1	2	2	2
Q9NUJ1;Q9NUJ1-2;Q9NUJ1-3	Q9NUJ1;Q9NUJ1-2	17;13;5	17;13;5	17;13;5	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	ABHD10	3	17	17	17
Q9NUL7	Q9NUL7	14	14	14	Probable ATP-dependent RNA helicase DDX28	DDX28	1	14	14	14
Q9NUM4;F2Z3N7;C9JZ87	Q9NUM4;F2Z3N7;C9JZ87	4;2;2	4;2;2	4;2;2	Transmembrane protein 106B	TMEM106B	3	4	4	4
Q9NUP1	Q9NUP1	6	6	6	Biogenesis of lysosome-related organelles complex 1 subunit 4	BLOC1S4	1	6	6	6
Q9NUP7;Q5VVL2;Q9NUP7-2;Q5VVK9	Q9NUP7;Q5VVL2;Q9NUP7-2	3;2;2;1	3;2;2;1	3;2;2;1	tRNA:m(4)X modification enzyme TRM13 homolog	TRMT13	4	3	3	3
Q9NUP9;G3V1D4	Q9NUP9;G3V1D4	7;5	3;2	3;2	Protein lin-7 homolog C	LIN7C	2	7	3	3
Q9NUQ3;Q9NUQ3-2;Q9BZA5	Q9NUQ3;Q9NUQ3-2	28;20;1	28;20;1	28;20;1	Gamma-taxilin	TXLNG	3	28	28	28
Q9NUQ6-2;Q9NUQ6;B8ZZZ7;Q9NUQ6-4;Q9NUQ6-3;F2Z2S1;C9JKE4;F8VZ02;F8VT91;C9JGM8;F8W6C2;C9J8M7;C9JW67;Q4ZFW0;F8WAV0;C9IZC3	Q9NUQ6-2;Q9NUQ6;B8ZZZ7;Q9NUQ6-4;Q9NUQ6-3	10;10;9;9;9;3;3;3;3;3;3;2;2;1;1;1	10;10;9;9;9;3;3;3;3;3;3;2;2;1;1;1	10;10;9;9;9;3;3;3;3;3;3;2;2;1;1;1	SPATS2-like protein	SPATS2L	16	10	10	10
Q9NUQ8;Q9NUQ8-2;F8WCU6	Q9NUQ8;Q9NUQ8-2	11;10;2	11;10;2	11;10;2	ATP-binding cassette sub-family F member 3	ABCF3	3	11	11	11
Q9NUQ9;E5RI16;Q9NUQ9-2;A0A1W2PRQ0;E5RJL8;E5RJE1;E5RIR8;A0A087X178;E5RGI7;E5RK61;E5RFS4;E5RHU5;E5RK81;E5RH75;Q9H0Q0	Q9NUQ9;E5RI16;Q9NUQ9-2	22;11;11;10;9;8;8;8;7;5;5;5;3;3;2	22;11;11;10;9;8;8;8;7;5;5;5;3;3;2	22;11;11;10;9;8;8;8;7;5;5;5;3;3;2	Protein FAM49B	FAM49B	15	22	22	22
Q9NUU7;I3L0H8;H3BTB3;J3QRH0;H3BSL8;H3BP36;H3BP50	Q9NUU7;I3L0H8	30;28;11;5;5;2;2	30;28;11;5;5;2;2	6;6;6;5;5;2;2	ATP-dependent RNA helicase DDX19A	DDX19A	7	30	30	6
Q9NUW8;G3V2F4;E7EPD8;Q9NUW8-2;H0YJ44;H0YJL7;G3V2J6;G3V2U6;Q9BRS7	Q9NUW8;G3V2F4;E7EPD8;Q9NUW8-2	5;4;4;4;2;1;1;1;1	5;4;4;4;2;1;1;1;1	5;4;4;4;2;1;1;1;1	Tyrosyl-DNA phosphodiesterase 1	TDP1	9	5	5	5
Q9NUY8-2;Q9NUY8;E9PGE5;C9IZ32;C9JAM5	Q9NUY8-2;Q9NUY8;E9PGE5	8;8;5;3;3	8;8;5;3;3	8;8;5;3;3	TBC1 domain family member 23	TBC1D23	5	8	8	8
Q9NV35	Q9NV35	11	11	11	Probable 8-oxo-dGTP diphosphatase NUDT15	NUDT15	1	11	11	11
Q9NV56	Q9NV56	2	2	2	MRG/MORF4L-binding protein	MRGBP	1	2	2	2
Q9NV70-2;Q9NV70	Q9NV70-2;Q9NV70	7;7	7;7	7;7	Exocyst complex component 1	EXOC1	2	7	7	7
Q9NV96;Q9NV96-2;Q9NV96-3;E5RG19	Q9NV96;Q9NV96-2;Q9NV96-3	7;6;4;2	7;6;4;2	7;6;4;2	Cell cycle control protein 50A	TMEM30A	4	7	7	7
Q9NVF7	Q9NVF7	1	1	1	F-box only protein 28	FBXO28	1	1	1	1
Q9NVG8;Q9NVG8-2;Q9NVG8-3	Q9NVG8;Q9NVG8-2	14;11;3	14;11;3	14;11;3	TBC1 domain family member 13	TBC1D13	3	14	14	14
Q9NVH0;Q9NVH0-2;C9JLF4	Q9NVH0;Q9NVH0-2	10;9;3	10;9;3	10;9;3	Exonuclease 3-5 domain-containing protein 2	EXD2	3	10	10	10
Q9NVH1-3;Q9NVH1;Q9NVH1-2;B1AK20;Q5TH61	Q9NVH1-3;Q9NVH1;Q9NVH1-2	17;17;15;8;6	17;17;15;8;6	17;17;15;8;6	DnaJ homolog subfamily C member 11	DNAJC11	5	17	17	17
Q9NVH2-3;Q9NVH2-2;Q9NVH2;Q9NVH2-4;A0A087WYC2;A0A087WXK3;A0A087X1Q0	Q9NVH2-3;Q9NVH2-2;Q9NVH2;Q9NVH2-4	12;12;12;11;3;2;1	12;12;12;11;3;2;1	12;12;12;11;3;2;1	Integrator complex subunit 7	INTS7	7	12	12	12
Q9NVH6-7;Q9NVH6-5;Q9NVH6;Q9NVH6-8;Q9NVH6-6;Q9NVH6-4;Q9NVH6-2;Q9NVH6-3	Q9NVH6-7;Q9NVH6-5;Q9NVH6;Q9NVH6-8;Q9NVH6-6;Q9NVH6-4;Q9NVH6-2;Q9NVH6-3	6;6;6;6;5;4;4;4	6;6;6;6;5;4;4;4	6;6;6;6;5;4;4;4	Trimethyllysine dioxygenase, mitochondrial	TMLHE	8	6	6	6
Q9NVI1;Q9NVI1-1;Q9NVI1-2;H3BP78	Q9NVI1;Q9NVI1-1;Q9NVI1-2;H3BP78	50;46;44;38	50;46;44;38	9;5;3;3	Fanconi anemia group I protein	FANCI	4	50	50	9
Q9NVI7-2;Q9NVI7;H0Y2W2;Q9NVI7-3	Q9NVI7-2;Q9NVI7;H0Y2W2;Q9NVI7-3	38;35;30;29	12;12;10;9	5;5;3;3	ATPase family AAA domain-containing protein 3A	ATAD3A	4	38	12	5
Q9NVJ2;Q9NVJ2-2	Q9NVJ2	8;2	3;2	3;2	ADP-ribosylation factor-like protein 8B	ARL8B	2	8	3	3
Q9NVK5-3;Q9NVK5;F5GX47;Q9NVK5-2	Q9NVK5-3;Q9NVK5;F5GX47;Q9NVK5-2	2;2;1;1	2;2;1;1	2;2;1;1	FGFR1 oncogene partner 2	FGFR1OP2	4	2	2	2
Q9NVM6;S4R343;H0YLQ7;H0YK99	Q9NVM6	6;2;2;2	6;2;2;2	6;2;2;2	DnaJ homolog subfamily C member 17	DNAJC17	4	6	6	6
Q9NVM9;Q9NVM9-2;H0YH12;F5H457;H0YIA9;F8VRX9;F5H5W1	Q9NVM9;Q9NVM9-2;H0YH12	23;21;13;5;4;3;3	23;21;13;5;4;3;3	23;21;13;5;4;3;3	Protein asunder homolog	ASUN	7	23	23	23
Q9NVN8	Q9NVN8	13	13	13	Guanine nucleotide-binding protein-like 3-like protein	GNL3L	1	13	13	13
Q9NVP1;H7C452	Q9NVP1	13;4	13;4	13;4	ATP-dependent RNA helicase DDX18	DDX18	2	13	13	13
Q9NVP2;K7ES22;K7ELW9;K7EIL9;K7EM93	Q9NVP2;K7ES22;K7ELW9	6;4;3;2;1	6;4;3;2;1	5;3;3;2;1	Histone chaperone ASF1B	ASF1B	5	6	6	5
Q9NVQ4;Q9NVQ4-3;Q9NVQ4-2;C9JDZ2	Q9NVQ4;Q9NVQ4-3;Q9NVQ4-2;C9JDZ2	11;10;10;9	11;10;10;9	11;10;10;9	Fas apoptotic inhibitory molecule 1	FAIM	4	11	11	11
Q9NVR0	Q9NVR0	2	2	2	Kelch-like protein 11	KLHL11	1	2	2	2
Q9NVR2	Q9NVR2	4	4	4	Integrator complex subunit 10	INTS10	1	4	4	4
Q9NVR5;Q9NVR5-2	Q9NVR5;Q9NVR5-2	7;6	7;6	7;6	Protein kintoun	DNAAF2	2	7	7	7
Q9NVS2;Q5QPA5;Q9NVS2-2;Q9NVS2-3	Q9NVS2;Q5QPA5;Q9NVS2-2	6;5;5;2	6;5;5;2	6;5;5;2	28S ribosomal protein S18a, mitochondrial	MRPS18A	4	6	6	6
Q9NVS9;J3QQZ9;Q9NVS9-3;J3QQV6;Q9NVS9-4;A0A286YFL3	Q9NVS9;J3QQZ9;Q9NVS9-3;J3QQV6;Q9NVS9-4	13;11;11;9;9;6	13;11;11;9;9;6	13;11;11;9;9;6	Pyridoxine-5-phosphate oxidase	PNPO	6	13	13	13
Q9NVT9;E5RJ86;E5RHK3;Q9NVT9-2;E9PR92	Q9NVT9;E5RJ86	12;9;4;4;3	12;9;4;4;3	12;9;4;4;3	Armadillo repeat-containing protein 1	ARMC1	5	12	12	12
Q9NVU0;A0A0C4DH01;Q9NVU0-3;Q9NVU0-2;Q9NVU0-5;Q9NVU0-4;H3BRY1;H3BMR4;H3BM46;H3BSI5;H3BSM3;H3BS41	Q9NVU0;A0A0C4DH01;Q9NVU0-3;Q9NVU0-2;Q9NVU0-5;Q9NVU0-4	15;14;14;14;14;14;4;4;3;3;1;1	15;14;14;14;14;14;4;4;3;3;1;1	15;14;14;14;14;14;4;4;3;3;1;1	DNA-directed RNA polymerase III subunit RPC5	POLR3E	12	15	15	15
Q9NVU7;E7EW05;Q9NVU7-2;D6RIR5;F8W8T7;D6RC74	Q9NVU7;E7EW05;Q9NVU7-2	7;6;5;1;1;1	7;6;5;1;1;1	7;6;5;1;1;1	Protein SDA1 homolog	SDAD1	6	7	7	7
Q9NVV0;A0A0A0MRS4	Q9NVV0;A0A0A0MRS4	4;3	4;3	4;3	Trimeric intracellular cation channel type B	TMEM38B	2	4	4	4
Q9NVV4-2;Q9NVV4;Q5T852;Q5T851	Q9NVV4-2;Q9NVV4	8;7;2;1	7;7;2;1	7;7;2;1	Poly(A) RNA polymerase, mitochondrial	MTPAP	4	8	7	7
Q9NVX0;Q9NVX0-3;Q9NVX0-2;H3BP24;H3BP16;H3BQU2;H3BTG9;H3BR32;J3QT48	Q9NVX0;Q9NVX0-3;Q9NVX0-2	10;7;5;4;4;4;2;2;1	10;7;5;4;4;4;2;2;1	10;7;5;4;4;4;2;2;1	HAUS augmin-like complex subunit 2	HAUS2	9	10	10	10
Q9NVX2;A0A0A0MRH0;K7ERN7;K7EN33;Q9NVX2-2;K7EK23	Q9NVX2;A0A0A0MRH0	7;6;3;3;2;1	7;6;3;3;2;1	7;6;3;3;2;1	Notchless protein homolog 1	NLE1	6	7	7	7
Q9NVZ3;Q9NVZ3-2;F6SKB8;Q9NVZ3-3;Q9NVZ3-4;D6RB24;D6RAN6;H0Y970	Q9NVZ3;Q9NVZ3-2;F6SKB8;Q9NVZ3-3;Q9NVZ3-4;D6RB24	7;7;6;6;5;4;3;1	7;7;6;6;5;4;3;1	6;6;5;5;4;3;3;1	Adaptin ear-binding coat-associated protein 2	NECAP2	8	7	7	6
Q9NW08;Q9NW08-2;F8VRU2	Q9NW08;Q9NW08-2	16;15;3	16;15;3	16;15;3	DNA-directed RNA polymerase III subunit RPC2	POLR3B	3	16	16	16
Q9NW13;Q9NW13-2;C9JE21;C9JAA9	Q9NW13;Q9NW13-2	10;9;3;2	10;9;3;2	10;9;3;2	RNA-binding protein 28	RBM28	4	10	10	10
Q9NW15-2;Q9NW15;Q9NW15-4;Q9NW15-3;Q9NW15-5;C9IZD0;C9JA49;C9IYD3;C9JQC9;C9JPY2;H7C3N6;C9J670;C9JH90	Q9NW15-2;Q9NW15;Q9NW15-4;Q9NW15-3;Q9NW15-5	7;7;4;4;4;3;3;3;3;3;3;3;1	7;7;4;4;4;3;3;3;3;3;3;3;1	7;7;4;4;4;3;3;3;3;3;3;3;1	Anoctamin-10	ANO10	13	7	7	7
Q9NW64-2;Q9NW64;E5RJW4;E5RHA8	Q9NW64-2;Q9NW64;E5RJW4	7;7;4;1	7;7;4;1	7;7;4;1	Pre-mRNA-splicing factor RBM22	RBM22	4	7	7	7
Q9NW68-2;Q9NW68;Q9NW68-7;Q9NW68-3;Q9NW68-8;Q9NW68-9;Q9NW68-4;Q9NW68-5;E9PS77;E9PQA7;F8W6C6;E9PNA9	Q9NW68-2;Q9NW68;Q9NW68-7;Q9NW68-3;Q9NW68-8;Q9NW68-9;Q9NW68-4	9;9;9;9;7;5;5;4;3;3;2;2	9;9;9;9;7;5;5;4;3;3;2;2	9;9;9;9;7;5;5;4;3;3;2;2	BSD domain-containing protein 1	BSDC1	12	9	9	9
Q9NW82;D6RIW8	Q9NW82;D6RIW8	17;10	17;10	17;10	WD repeat-containing protein 70	WDR70	2	17	17	17
